access_time,failed_logins,file_changes,data_exfiltrated,unusual_access_pattern,label
2025-01-20 05:36:03.561400,1,25,6.11,0,0
2024-11-21 20:32:03.561400,1,44,2.73,0,1
2024-11-16 14:05:03.561400,2,5,0.46,0,0
2024-09-03 19:37:03.561400,4,28,0.06,0,0
2024-12-30 03:40:03.561400,2,16,2.31,0,0
2024-09-05 14:30:03.561400,0,19,0.43,0,0
2024-12-05 10:34:03.561400,4,41,7.61,0,1
2024-08-10 22:31:03.561400,4,45,2.03,0,1
2024-08-04 20:32:03.561400,2,46,5.48,0,1
2024-08-13 07:28:03.561400,1,9,2.13,0,0
2024-12-14 13:22:03.561400,6,5,7.95,0,1
2025-01-17 02:38:03.561400,3,47,10.96,0,1
2024-09-21 19:00:03.561400,0,31,9.09,0,0
2024-11-28 13:13:03.561400,2,1,3.31,0,0
2024-10-27 11:12:03.561400,2,9,0.44,0,0
2025-01-02 00:28:03.561400,2,36,2.32,0,0
2024-10-06 21:18:03.561400,3,26,2.76,0,0
2025-01-05 04:18:03.561400,3,40,16.13,0,1
2024-10-09 20:53:03.561400,1,18,4.17,0,0
2024-08-22 04:41:03.561400,3,40,5.12,0,0
2024-09-14 10:47:03.561400,1,15,7.62,1,1
2024-08-17 00:24:03.561400,3,19,4.2,0,0
2024-10-19 04:54:03.561400,1,35,4.56,0,0
2024-12-04 18:53:03.561400,0,4,1.41,1,1
2024-12-23 11:03:03.561400,3,17,0.3,0,0
2024-11-12 15:47:03.561400,1,7,6.39,0,0
2024-11-23 14:46:03.561400,5,12,9.44,1,1
2024-12-22 18:06:03.561400,0,40,2.66,0,0
2024-08-27 23:11:03.561400,3,9,3.98,0,0
2024-10-16 15:25:03.561400,3,35,1.84,0,0
2024-10-01 22:51:03.561400,2,18,2.99,0,0
2024-09-26 21:40:03.561400,2,30,1.17,0,0
2024-12-02 12:52:03.561400,2,35,7.13,0,0
2024-09-30 02:02:03.561400,2,28,3.39,0,0
2024-11-07 22:13:03.561400,1,44,3.96,0,1
2024-09-23 19:21:03.561400,1,22,0.19,0,0
2024-12-12 07:12:03.561400,4,31,4.87,0,0
2024-11-16 00:15:03.561400,0,48,1.13,0,1
2024-12-26 16:34:03.561400,4,10,2.42,0,0
2024-12-01 17:55:03.561400,3,1,2.66,0,0
2024-08-27 02:07:03.561400,1,31,2.98,0,0
2024-12-25 07:35:03.561400,1,4,1.29,1,1
2024-12-27 17:09:03.561400,4,30,9.49,1,1
2024-12-13 19:04:03.561400,4,12,2.79,0,0
2024-11-22 13:53:03.561400,2,21,4.74,0,0
2024-11-02 05:40:03.561400,0,34,4.76,0,0
2024-10-04 12:54:03.561400,0,18,4.67,0,0
2024-11-04 05:26:03.561400,0,28,4.1,1,1
2024-11-29 09:43:03.561400,1,22,8.65,0,0
2024-12-25 07:40:03.561400,0,18,8.37,0,0
2024-11-10 18:04:03.561400,1,15,2.7,0,0
2024-08-04 13:20:03.561400,3,30,5.05,0,0
2024-10-29 12:35:03.561400,1,15,0.54,0,0
2024-09-20 07:39:03.561400,3,25,0.48,0,0
2024-09-26 09:14:03.561400,2,2,3.27,0,0
2024-10-16 02:53:03.561400,4,22,11.52,0,1
2024-08-31 05:12:03.561400,5,8,5.25,0,0
2024-08-24 10:40:03.561400,1,23,5.53,1,1
2024-12-11 20:53:03.561400,2,32,0.86,0,0
2024-08-19 08:12:03.561400,0,13,3.02,0,0
2024-11-28 21:15:03.561400,2,27,2.56,0,0
2024-12-02 12:11:03.561400,0,23,7.64,0,0
2025-01-05 11:48:03.561400,2,42,0.74,1,1
2025-01-29 08:35:03.561400,2,49,3.87,0,1
2024-12-25 18:47:03.561400,0,6,12.12,0,1
2025-01-26 17:44:03.561400,3,37,11.15,0,1
2025-01-11 01:02:03.561400,2,43,9.56,0,1
2024-10-04 12:45:03.561400,1,24,2.35,0,0
2024-09-17 09:23:03.561400,3,1,14.16,0,1
2024-09-11 16:42:03.561400,0,44,8.18,0,1
2024-10-21 18:27:03.561400,4,0,9.52,0,0
2025-01-27 05:23:03.561400,1,22,13.47,0,1
2024-10-14 22:17:03.561400,0,46,13.82,1,1
2024-12-23 09:43:03.561400,5,39,1.37,0,0
2024-11-10 02:05:03.561400,5,17,0.68,0,0
2025-01-07 14:49:03.561400,2,46,5.87,0,1
2024-12-08 06:17:03.561400,1,7,4.14,0,0
2024-10-19 17:54:03.561400,1,33,1.98,1,1
2024-11-09 03:36:03.561400,0,42,5.77,0,1
2024-09-07 07:46:03.561400,2,7,0.32,0,0
2024-12-11 20:24:03.561400,2,28,0.24,0,0
2024-12-30 16:16:03.561400,1,12,2.19,0,0
2024-11-20 02:29:03.561400,1,0,1.08,1,1
2024-09-10 19:23:03.561400,2,28,6.34,0,0
2024-10-11 23:41:03.561400,2,49,14.78,0,1
2025-01-19 03:51:03.561400,0,36,5.42,0,0
2024-09-08 19:44:03.561400,0,0,5.32,0,0
2024-08-24 22:41:03.561400,1,43,0.03,1,1
2024-12-12 17:23:03.561400,1,4,3.59,0,0
2024-11-10 17:26:03.561400,1,47,8.49,0,1
2024-09-08 08:55:03.561400,1,49,5.31,0,1
2024-10-31 10:13:03.561400,2,1,1.29,0,0
2024-10-03 15:06:03.561400,4,46,9.44,0,1
2024-09-24 02:39:03.561400,1,21,16.67,0,1
2024-08-20 05:51:03.561400,2,29,1.64,0,0
2024-09-20 15:55:03.561400,4,10,1.16,1,1
2024-09-14 06:55:03.561400,1,28,2.07,0,0
2024-10-25 15:27:03.561400,3,41,0.33,0,1
2024-12-31 07:34:03.561400,0,2,10.33,0,1
2024-11-14 01:00:03.561400,1,44,13.25,0,1
2024-12-23 15:14:03.561400,3,12,5.02,0,0
2024-11-05 06:34:03.561400,0,2,7.23,1,1
2024-12-19 01:54:03.561400,1,9,5.52,0,0
2024-08-06 07:04:03.561400,6,3,2.37,0,1
2024-10-03 12:41:03.561400,2,13,5.0,0,0
2024-09-25 05:32:03.561400,1,22,9.05,0,0
2024-08-14 21:22:03.561400,3,16,8.3,0,0
2024-10-31 07:03:03.561400,2,0,0.42,0,0
2024-12-05 22:15:03.561400,3,14,3.11,0,0
2025-01-14 16:02:03.561400,4,1,2.53,0,0
2024-12-23 05:55:03.561400,1,17,6.97,1,1
2024-08-12 20:34:03.561400,2,38,3.48,0,0
2024-08-19 17:35:03.561400,1,21,2.15,0,0
2024-08-10 13:12:03.561400,1,27,6.13,0,0
2025-01-17 17:57:03.561400,1,29,3.21,0,0
2024-11-09 08:29:03.561400,3,12,1.48,0,0
2025-01-22 09:48:03.561400,5,2,11.06,1,1
2024-11-19 17:00:03.561400,2,2,0.6,0,0
2024-09-16 07:14:03.561400,3,44,0.09,0,1
2024-12-21 22:22:03.561400,1,25,0.78,1,1
2025-01-21 02:50:03.561400,2,3,0.89,0,0
2024-08-28 10:03:03.561400,2,15,3.86,0,0
2024-09-10 21:14:03.561400,4,27,4.9,0,0
2024-08-17 04:36:03.561400,5,7,2.98,1,1
2024-12-21 19:41:03.561400,2,39,1.14,0,0
2024-12-10 12:07:03.561400,4,15,0.71,0,0
2025-01-27 12:34:03.561400,2,30,3.39,0,0
2024-08-15 01:27:03.561400,0,22,4.17,0,0
2025-01-01 09:43:03.561400,1,1,1.81,0,0
2025-01-17 10:22:03.561400,4,8,1.25,0,0
2024-11-18 14:15:03.561400,2,26,0.42,0,0
2024-11-20 07:41:03.561400,2,44,0.13,0,1
2024-12-14 21:52:03.561400,3,21,0.56,0,0
2024-08-07 23:20:03.561400,5,43,6.78,0,1
2024-12-26 05:05:03.561400,1,33,2.11,0,0
2024-12-07 02:51:03.561400,0,8,0.14,1,1
2024-08-24 03:30:03.561400,0,32,3.55,1,1
2024-12-24 00:03:03.561400,2,37,3.84,0,0
2024-12-06 22:37:03.561400,1,33,2.8,0,0
2024-08-12 02:07:03.561400,4,34,0.59,0,0
2024-08-14 03:12:03.561400,1,46,7.03,0,1
2024-12-28 11:39:03.561400,0,25,5.84,0,0
2024-10-09 07:25:03.561400,2,6,2.51,1,1
2024-10-24 03:44:03.561400,2,44,2.4,0,1
2024-09-28 00:55:03.561400,0,47,0.85,0,1
2024-09-09 15:47:03.561400,5,44,7.0,0,1
2024-09-12 13:12:03.561400,5,26,4.58,1,1
2024-11-06 14:10:03.561400,1,11,0.45,0,0
2025-01-28 14:20:03.561400,3,16,2.37,0,0
2024-09-08 05:30:03.561400,3,20,11.69,1,1
2024-08-28 05:13:03.561400,2,42,3.01,0,1
2024-12-28 19:13:03.561400,3,21,1.96,0,0
2024-12-09 11:52:03.561400,1,25,5.16,1,1
2024-11-25 10:52:03.561400,1,38,1.13,0,0
2024-09-03 15:17:03.561400,1,12,3.71,1,1
2024-09-07 18:42:03.561400,4,41,5.54,0,1
2024-12-07 18:53:03.561400,1,41,9.65,0,1
2024-09-14 21:56:03.561400,0,44,5.9,0,1
2024-11-08 04:53:03.561400,0,22,2.43,0,0
2024-09-27 01:00:03.561400,2,29,7.3,0,0
2024-09-18 02:32:03.561400,2,16,11.43,0,1
2025-01-20 18:05:03.561400,1,26,3.25,1,1
2024-09-05 21:38:03.561400,1,19,0.02,0,0
2024-11-01 11:27:03.561400,2,6,10.64,0,1
2024-10-09 10:33:03.561400,1,3,0.9,1,1
2025-01-23 08:07:03.561400,1,48,0.68,0,1
2024-11-11 06:37:03.561400,1,30,1.84,0,0
2025-01-10 16:31:03.561400,2,29,2.39,0,0
2024-10-07 16:18:03.561400,1,30,8.03,0,0
2024-10-30 08:34:03.561400,2,3,2.46,0,0
2025-01-10 18:21:03.561400,1,17,0.25,1,1
2024-12-23 00:40:03.561400,2,19,5.05,0,0
2024-11-26 05:19:03.561400,2,39,5.56,1,1
2024-08-10 04:24:03.561400,0,39,8.42,0,0
2024-12-08 06:56:03.561400,4,47,2.54,0,1
2024-11-01 21:00:03.561400,5,46,0.45,0,1
2024-08-14 18:14:03.561400,1,49,4.03,0,1
2024-09-30 05:33:03.561400,4,22,0.64,0,0
2024-10-17 03:13:03.561400,3,37,0.09,0,0
2024-10-05 17:54:03.561400,3,8,7.54,0,0
2024-09-11 13:14:03.561400,1,15,2.58,0,0
2024-10-31 13:33:03.561400,1,20,3.72,0,0
2024-09-17 06:20:03.561400,2,8,5.44,0,0
2024-10-25 07:31:03.561400,1,24,2.56,1,1
2024-09-22 16:35:03.561400,2,48,0.26,0,1
2025-01-02 16:27:03.561400,2,35,1.46,0,0
2024-08-20 19:32:03.561400,2,46,1.08,0,1
2024-08-28 22:57:03.561400,1,42,18.95,0,1
2024-09-25 09:38:03.561400,1,13,6.73,0,0
2024-10-10 21:41:03.561400,3,16,3.0,0,0
2024-09-09 07:16:03.561400,0,27,0.33,0,0
2024-08-11 07:30:03.561400,1,44,0.62,0,1
2024-12-14 21:36:03.561400,3,40,8.38,0,0
2024-12-11 04:23:03.561400,1,47,14.54,1,1
2024-09-19 11:59:03.561400,4,7,0.16,1,1
2024-09-18 15:32:03.561400,1,13,12.06,0,1
2024-11-23 17:22:03.561400,4,14,2.39,0,0
2024-12-14 09:26:03.561400,2,38,1.2,1,1
2024-12-20 00:25:03.561400,2,24,0.54,0,0
2024-10-10 02:43:03.561400,3,10,7.39,0,0
2024-09-08 00:57:03.561400,1,28,3.16,0,0
2024-12-08 12:57:03.561400,1,2,8.93,0,0
2024-12-28 10:28:03.561400,3,38,1.28,1,1
2024-09-14 04:08:03.561400,2,21,5.67,1,1
2024-09-04 15:05:03.561400,4,36,0.63,0,0
2024-12-03 07:03:03.561400,2,40,0.47,0,0
2024-11-08 22:08:03.561400,5,19,0.72,0,0
2024-08-15 18:13:03.561400,0,18,8.27,1,1
2024-09-23 22:17:03.561400,3,12,5.33,0,0
2024-12-20 09:37:03.561400,1,26,0.91,0,0
2024-11-08 14:05:03.561400,2,18,2.43,0,0
2024-10-02 18:41:03.561400,2,15,7.21,0,0
2025-01-09 05:33:03.561400,2,1,1.68,1,1
2024-09-05 16:08:03.561400,3,0,12.71,1,1
2024-10-06 18:15:03.561400,0,2,12.3,0,1
2024-08-10 19:33:03.561400,2,23,4.02,0,0
2025-01-02 12:54:03.561400,0,43,5.0,0,1
2024-09-08 02:04:03.561400,2,37,5.3,0,0
2024-09-15 00:36:03.561400,2,1,1.5,0,0
2025-01-18 14:29:03.561400,2,15,2.27,0,0
2025-01-19 23:40:03.561400,0,28,0.73,0,0
2025-01-04 13:05:03.561400,1,36,12.94,0,1
2025-01-10 23:23:03.561400,2,43,6.43,0,1
2024-08-26 18:59:03.561400,2,3,0.24,0,0
2025-01-11 17:48:03.561400,3,13,3.99,0,0
2025-01-06 16:48:03.561400,1,16,2.1,0,0
2024-11-08 00:58:03.561400,0,43,8.44,0,1
2024-10-19 22:40:03.561400,1,44,2.11,0,1
2024-09-23 08:18:03.561400,3,16,5.17,0,0
2024-09-17 22:11:03.561400,1,19,0.91,1,1
2024-09-07 22:43:03.561400,3,46,4.09,0,1
2025-01-17 17:49:03.561400,1,28,1.74,0,0
2025-01-19 17:27:03.561400,2,40,0.9,0,0
2024-08-22 22:54:03.561400,3,25,4.83,0,0
2024-11-01 04:40:03.561400,0,41,5.09,0,1
2024-10-05 00:33:03.561400,1,37,20.48,0,1
2024-12-30 15:22:03.561400,4,16,5.53,0,0
2024-11-13 14:04:03.561400,3,11,3.63,1,1
2024-12-29 07:21:03.561400,3,27,12.19,0,1
2024-10-05 21:11:03.561400,2,8,8.81,0,0
2025-01-17 12:26:03.561400,1,31,3.98,0,0
2024-10-10 03:04:03.561400,2,33,3.58,0,0
2024-12-16 11:41:03.561400,2,15,14.23,0,1
2025-01-24 17:05:03.561400,3,47,4.8,0,1
2024-09-27 14:47:03.561400,2,30,6.25,0,0
2024-08-24 10:48:03.561400,0,26,0.45,0,0
2024-11-16 03:07:03.561400,3,28,6.33,1,1
2024-11-15 20:59:03.561400,5,0,1.54,0,0
2024-12-03 13:52:03.561400,2,26,0.61,0,0
2024-11-25 04:16:03.561400,3,31,9.47,0,0
2025-01-11 06:32:03.561400,1,10,5.88,0,0
2025-01-03 04:42:03.561400,4,34,2.62,0,0
2024-08-25 20:00:03.561400,3,1,2.82,1,1
2025-01-22 01:21:03.561400,5,45,1.1,0,1
2024-08-10 12:55:03.561400,2,0,0.05,1,1
2024-08-12 03:38:03.561400,0,5,2.15,0,0
2024-12-05 19:28:03.561400,3,6,0.8,1,1
2024-11-03 14:30:03.561400,1,1,2.74,0,0
2024-10-13 02:36:03.561400,0,1,8.97,0,0
2024-08-16 15:34:03.561400,3,46,0.61,0,1
2025-01-23 18:39:03.561400,2,4,0.48,0,0
2024-08-12 05:15:03.561400,2,12,11.62,0,1
2024-09-17 01:49:03.561400,2,18,6.84,0,0
2024-12-03 03:49:03.561400,1,18,0.27,0,0
2024-11-25 22:04:03.561400,3,46,0.41,0,1
2024-09-02 15:55:03.561400,2,0,5.77,0,0
2025-01-02 03:22:03.561400,3,34,2.31,0,0
2024-09-01 08:42:03.561400,5,17,6.44,0,0
2024-08-06 00:26:03.561400,0,48,2.59,0,1
2025-01-24 17:01:03.561400,0,31,17.18,0,1
2025-01-07 16:22:03.561400,2,31,5.93,0,0
2024-11-21 21:09:03.561400,3,7,0.24,0,0
2024-11-08 03:13:03.561400,2,10,2.01,1,1
2024-10-03 17:20:03.561400,2,19,4.15,0,0
2024-08-24 12:58:03.561400,3,7,0.77,0,0
2025-01-16 22:22:03.561400,0,27,0.01,0,0
2024-11-06 12:15:03.561400,1,20,0.41,1,1
2024-09-01 15:08:03.561400,2,37,3.71,0,0
2024-10-21 06:47:03.561400,3,37,5.0,0,0
2024-10-02 17:36:03.561400,4,5,0.49,0,0
2024-11-23 15:10:03.561400,4,1,5.47,1,1
2024-11-20 03:17:03.561400,4,9,4.8,1,1
2024-10-20 13:17:03.561400,1,41,14.06,0,1
2024-12-26 03:45:03.561400,2,8,9.18,0,0
2024-09-03 00:49:03.561400,4,2,14.34,1,1
2024-12-20 22:13:03.561400,1,1,16.92,0,1
2024-10-09 11:19:03.561400,1,35,2.91,0,0
2025-01-08 21:32:03.561400,1,7,3.35,0,0
2024-09-24 17:54:03.561400,0,8,1.65,0,0
2024-08-08 04:55:03.561400,3,25,3.55,0,0
2024-10-01 08:20:03.561400,2,33,0.82,0,0
2024-12-12 09:21:03.561400,2,47,5.57,0,1
2024-12-17 10:32:03.561400,1,29,0.13,1,1
2024-10-10 03:40:03.561400,3,37,1.34,1,1
2024-12-23 00:21:03.561400,1,7,1.17,0,0
2024-11-08 04:33:03.561400,2,2,13.89,0,1
2024-10-03 16:01:03.561400,3,10,0.78,0,0
2024-09-11 02:50:03.561400,2,24,11.07,0,1
2024-09-03 08:21:03.561400,3,4,0.66,0,0
2024-11-15 18:26:03.561400,0,11,5.26,0,0
2025-01-25 13:41:03.561400,2,29,1.93,0,0
2024-09-14 02:42:03.561400,2,26,1.9,0,0
2024-08-16 15:08:03.561400,1,42,31.8,1,1
2024-11-29 10:55:03.561400,2,4,1.28,1,1
2025-01-08 04:08:03.561400,1,19,1.13,0,0
2025-01-14 04:48:03.561400,4,20,4.45,0,0
2025-01-21 07:01:03.561400,0,2,6.75,0,0
2025-01-13 23:58:03.561400,0,40,20.23,0,1
2024-10-10 03:23:03.561400,3,49,6.04,1,1
2024-11-15 02:01:03.561400,1,43,4.13,0,1
2024-08-07 02:33:03.561400,3,3,2.63,1,1
2024-10-24 11:01:03.561400,1,23,4.52,0,0
2024-08-16 07:32:03.561400,2,6,4.59,0,0
2024-11-12 05:22:03.561400,1,23,1.23,0,0
2024-08-26 05:02:03.561400,3,10,5.56,0,0
2024-11-07 06:39:03.561400,0,1,1.14,0,0
2024-09-18 19:38:03.561400,2,43,3.37,0,1
2025-01-06 17:38:03.561400,1,40,1.5,0,0
2025-01-03 18:53:03.561400,4,5,1.88,0,0
2024-12-08 20:29:03.561400,1,6,4.76,0,0
2024-11-07 06:20:03.561400,4,37,0.33,1,1
2025-01-20 08:41:03.561400,5,17,0.06,0,0
2024-09-22 08:53:03.561400,3,44,0.7,0,1
2024-08-07 16:13:03.561400,0,8,0.92,0,0
2024-11-03 03:01:03.561400,3,27,1.1,0,0
2024-08-27 19:08:03.561400,0,18,7.43,0,0
2024-12-14 13:13:03.561400,1,3,2.96,0,0
2024-08-29 04:39:03.561400,4,3,3.17,0,0
2024-12-04 10:39:03.561400,2,12,5.17,0,0
2024-10-23 00:43:03.561400,1,27,6.53,0,0
2024-09-07 16:59:03.561400,1,10,0.02,0,0
2024-09-21 02:53:03.561400,0,1,9.71,0,0
2024-08-19 18:19:03.561400,3,5,22.3,0,1
2024-09-22 01:53:03.561400,1,11,0.65,1,1
2024-08-19 20:52:03.561400,2,39,5.26,0,0
2024-12-29 11:27:03.561400,4,36,0.01,0,0
2025-01-11 18:58:03.561400,1,23,0.25,0,0
2024-09-30 01:59:03.561400,1,8,1.68,0,0
2024-11-18 07:43:03.561400,4,25,9.37,0,0
2024-10-01 06:41:03.561400,1,3,5.28,0,0
2024-12-14 19:15:03.561400,5,40,2.95,0,0
2024-09-10 02:26:03.561400,3,43,2.89,1,1
2024-12-10 02:57:03.561400,2,3,3.14,0,0
2024-12-16 03:17:03.561400,0,48,1.86,0,1
2024-12-04 03:56:03.561400,2,33,10.51,0,1
2024-09-15 20:00:03.561400,3,21,4.2,0,0
2024-08-10 03:35:03.561400,3,12,3.31,1,1
2024-09-04 06:08:03.561400,1,14,3.13,0,0
2025-01-19 16:12:03.561400,2,39,13.73,0,1
2024-09-27 19:24:03.561400,0,37,6.43,0,0
2024-12-15 09:05:03.561400,1,40,0.78,1,1
2024-12-11 20:41:03.561400,4,42,2.87,0,1
2025-01-17 05:05:03.561400,3,43,1.7,0,1
2025-01-18 17:52:03.561400,1,1,21.66,0,1
2024-12-23 13:21:03.561400,1,1,2.68,0,0
2024-12-21 06:44:03.561400,0,42,0.35,0,1
2024-11-19 01:09:03.561400,3,7,2.65,0,0
2025-01-30 03:29:03.561400,1,37,1.94,0,0
2024-12-17 23:26:03.561400,1,17,4.58,0,0
2024-12-11 22:35:03.561400,1,28,1.28,1,1
2025-01-11 10:08:03.561400,1,10,0.18,0,0
2024-11-05 18:38:03.561400,0,5,0.5,1,1
2024-09-29 22:33:03.561400,1,8,1.66,0,0
2024-11-29 10:20:03.561400,2,21,2.14,0,0
2024-10-22 11:41:03.561400,0,45,8.99,0,1
2024-12-28 02:39:03.561400,2,24,1.57,1,1
2024-10-28 21:38:03.561400,2,30,0.16,1,1
2024-12-28 11:07:03.561400,0,20,7.59,1,1
2024-12-10 04:50:03.561400,4,37,10.16,0,1
2024-11-28 08:17:03.561400,1,18,3.39,1,1
2025-01-26 16:19:03.561400,2,9,1.68,0,0
2024-09-19 11:07:03.561400,3,45,7.4,0,1
2024-11-06 01:57:03.561400,2,36,0.04,0,0
2024-11-18 21:07:03.561400,1,11,12.89,0,1
2024-09-20 06:16:03.561400,2,18,10.03,1,1
2024-08-20 16:22:03.561400,3,1,3.94,1,1
2024-12-05 22:14:03.561400,1,14,1.63,0,0
2024-12-21 18:46:03.561400,1,37,0.17,0,0
2024-08-30 23:36:03.561400,1,7,43.22,0,1
2024-12-31 01:06:03.561400,1,45,7.18,0,1
2024-08-07 01:09:03.561400,0,34,2.07,0,0
2025-01-29 16:03:03.561400,3,37,0.1,0,0
2024-08-21 19:20:03.561400,2,42,5.1,0,1
2024-11-15 06:14:03.561400,2,29,21.68,0,1
2025-01-10 11:35:03.561400,0,8,6.14,0,0
2024-08-28 10:27:03.561400,3,29,0.44,0,0
2024-08-11 20:16:03.561400,0,48,2.57,0,1
2024-10-12 08:44:03.561400,3,18,0.58,1,1
2024-09-28 06:16:03.561400,2,28,12.16,0,1
2025-01-08 16:21:03.561400,1,1,2.01,1,1
2024-10-14 08:37:03.561400,1,27,6.61,0,0
2024-08-16 01:20:03.561400,2,7,0.44,0,0
2024-12-04 07:26:03.561400,1,24,0.69,1,1
2024-11-20 08:23:03.561400,2,9,5.69,0,0
2024-11-16 17:23:03.561400,3,21,9.27,0,0
2024-11-13 10:53:03.561400,2,34,1.12,0,0
2024-09-16 01:15:03.561400,0,41,2.71,0,1
2024-09-23 01:10:03.561400,1,23,4.83,0,0
2025-01-14 05:55:03.561400,0,25,7.95,1,1
2024-11-28 21:53:03.561400,3,30,4.95,0,0
2024-10-03 06:05:03.561400,4,22,0.5,0,0
2024-10-23 05:34:03.561400,3,1,3.91,0,0
2024-12-09 08:06:03.561400,0,38,10.8,0,1
2024-11-27 12:07:03.561400,3,32,10.13,0,1
2024-11-10 10:55:03.561400,2,23,4.4,0,0
2025-01-29 04:33:03.561400,4,11,27.24,0,1
2024-09-25 06:42:03.561400,1,36,0.56,0,0
2024-12-27 15:50:03.561400,3,8,3.26,1,1
2024-09-22 04:39:03.561400,1,43,7.46,0,1
2024-09-26 20:42:03.561400,2,42,0.76,0,1
2024-09-18 00:45:03.561400,2,43,18.01,0,1
2024-10-16 22:53:03.561400,2,2,2.19,0,0
2024-10-17 01:47:03.561400,6,43,2.15,0,1
2024-12-05 20:16:03.561400,1,22,1.2,0,0
2024-11-15 09:11:03.561400,2,23,1.7,1,1
2024-11-17 00:56:03.561400,2,32,4.31,0,0
2025-01-29 12:58:03.561400,1,29,2.8,0,0
2024-09-15 03:43:03.561400,1,37,1.07,0,0
2024-09-16 13:13:03.561400,2,42,8.28,0,1
2024-12-27 03:50:03.561400,1,1,0.32,1,1
2024-10-12 20:17:03.561400,5,39,9.0,0,0
2024-11-24 13:30:03.561400,1,21,1.61,1,1
2024-11-26 11:51:03.561400,0,10,3.42,0,0
2024-11-07 15:48:03.561400,4,11,2.4,1,1
2025-01-07 10:10:03.561400,2,18,4.23,0,0
2024-12-23 10:52:03.561400,2,19,7.95,1,1
2024-08-20 06:30:03.561400,2,8,22.7,0,1
2024-12-28 06:45:03.561400,1,42,1.83,0,1
2025-01-24 21:33:03.561400,1,17,4.03,0,0
2024-11-23 09:06:03.561400,3,40,3.14,0,0
2024-10-09 01:20:03.561400,1,46,34.19,0,1
2025-01-23 19:51:03.561400,0,17,8.28,1,1
2024-08-06 00:47:03.561400,7,39,2.53,0,1
2024-11-27 12:21:03.561400,2,35,3.24,0,0
2024-12-07 02:35:03.561400,1,26,1.41,0,0
2025-01-04 21:37:03.561400,2,12,7.04,0,0
2024-09-20 08:19:03.561400,0,46,9.33,1,1
2024-11-25 11:42:03.561400,2,7,16.76,0,1
2024-11-30 00:41:03.561400,3,47,4.17,1,1
2024-09-25 12:09:03.561400,2,42,5.55,0,1
2024-11-29 11:14:03.561400,1,22,2.95,0,0
2024-12-27 13:09:03.561400,1,12,4.7,1,1
2024-12-25 11:15:03.561400,2,6,2.14,0,0
2024-10-26 02:11:03.561400,2,49,6.69,0,1
2025-01-15 15:25:03.561400,5,39,0.11,0,0
2024-12-24 03:39:03.561400,0,1,0.14,0,0
2024-09-08 13:48:03.561400,2,2,6.3,0,0
2024-08-31 02:37:03.561400,5,41,13.35,0,1
2024-08-09 15:06:03.561400,4,38,5.0,0,0
2024-10-12 23:28:03.561400,4,22,6.48,0,0
2024-08-11 18:01:03.561400,2,6,8.68,1,1
2024-12-28 12:42:03.561400,1,3,2.24,0,0
2024-11-15 15:11:03.561400,0,7,0.57,1,1
2024-10-27 15:36:03.561400,2,31,13.52,0,1
2025-01-12 13:59:03.561400,3,18,13.95,0,1
2024-11-28 15:45:03.561400,3,11,2.92,1,1
2025-01-05 07:23:03.561400,0,9,1.22,0,0
2025-01-12 05:01:03.561400,4,13,11.14,1,1
2024-11-29 00:25:03.561400,2,26,6.16,0,0
2024-12-26 01:46:03.561400,4,43,0.04,0,1
2024-12-15 20:46:03.561400,3,20,0.57,0,0
2024-09-16 20:18:03.561400,0,19,20.43,0,1
2024-08-29 11:12:03.561400,2,3,0.19,1,1
2024-10-08 09:52:03.561400,1,18,1.66,0,0
2024-12-03 05:26:03.561400,3,28,3.98,0,0
2024-10-12 23:32:03.561400,4,6,1.02,0,0
2024-11-15 20:55:03.561400,2,32,1.32,0,0
2024-12-31 21:59:03.561400,2,7,2.18,0,0
2024-09-28 07:28:03.561400,3,10,1.57,0,0
2024-12-09 20:32:03.561400,3,32,8.13,0,0
2024-09-01 01:23:03.561400,0,24,3.47,0,0
2024-09-11 03:57:03.561400,6,32,1.63,1,1
2024-09-21 03:15:03.561400,2,35,1.88,0,0
2025-01-23 13:15:03.561400,4,25,0.2,0,0
2024-09-30 14:04:03.561400,2,35,0.25,0,0
2024-08-15 03:59:03.561400,3,10,6.33,0,0
2024-12-17 22:44:03.561400,1,29,0.6,0,0
2024-12-06 15:32:03.561400,5,32,3.23,0,0
2024-09-26 01:34:03.561400,2,9,9.24,0,0
2025-01-22 02:39:03.561400,2,28,2.3,0,0
2024-09-19 18:02:03.561400,1,24,2.12,0,0
2024-10-01 11:20:03.561400,0,31,10.32,0,1
2024-11-01 14:24:03.561400,1,3,10.01,0,1
2025-01-02 03:17:03.561400,1,38,10.61,1,1
2025-01-17 18:36:03.561400,1,33,4.24,0,0
2024-12-05 05:31:03.561400,2,21,15.21,0,1
2024-10-14 01:10:03.561400,1,12,8.55,0,0
2025-01-03 22:20:03.561400,3,35,2.69,0,0
2024-12-01 16:00:03.561400,3,5,4.97,1,1
2024-12-26 17:45:03.561400,3,16,0.65,0,0
2024-12-30 08:43:03.561400,4,25,4.01,0,0
2024-09-21 05:28:03.561400,3,23,1.53,1,1
2024-11-30 18:49:03.561400,4,8,1.67,0,0
2024-10-07 03:08:03.561400,1,1,0.67,0,0
2024-08-19 05:57:03.561400,3,19,2.22,0,0
2025-01-07 07:33:03.561400,3,26,3.28,0,0
2025-01-01 04:03:03.561400,1,5,4.59,0,0
2024-12-04 03:36:03.561400,2,49,1.82,0,1
